Timestamp dT0 sum(dT0) L0 L1N L1S L2 30N(Tg) 15N(Tg) 15S(Tg) 30S(Tg) 
2035 0.2147 0.2147 0.0201 0 0 0 0. 0.6 0.6 0. 
2036 0.301070458198 0.515770458198 0.0376974299618 0 0 0 0. 1.1309229 1.1309229 0. 
2037 0.351070458198 0.866840916396 0.0561716047685 0 0 0 0. 1.68514814 1.68514814 0. 
2038 0.0347200560003 0.901560972396 0.070085560497 0 0 0 0. 2.10256681 2.10256681 0. 
2039 0.196328088643 1.09788906104 0.0913012351752 0 0 0 0. 2.73903706 2.73903706 0. 
2040 0.132370719304 1.23025978034 0.109838735546 0 0 0 0. 3.29516207 3.29516207 0. 
2041 0.0110423352869 1.24130211563 0.120369202153 0 0 0 0. 3.61107606 3.61107606 0. 
2042 0.189872374586 1.43117449022 0.139665157626 0 0 0 0. 4.18995473 4.18995473 0. 
2043 0.326540672546 1.75771516277 0.160690583085 0 0 0 0. 4.82071749 4.82071749 0. 
2044 0.335279968445 2.09299513122 0.179534836921 0 0 0 0. 5.38604511 5.38604511 0. 
2045 0.240413362055 2.33340849327 0.194747043849 0 0 0 0. 5.84241132 5.84241132 0. 
2046 0.101616711832 2.4350252051 0.198498469158 0 0 0 0. 5.95495407 5.95495407 0. 
2047 0.086428079262 2.52145328436 0.204233969214 0 0 0 0. 6.12701908 6.12701908 0. 
2048 0.140784222997 2.66223750736 0.212236856107 0 0 0 0. 6.36710568 6.36710568 0. 
2049 0.1213145265 2.78355203386 0.218532434678 0 0 0 0. 6.55597304 6.55597304 0. 
2050 0.0529809374526 2.83653297131 0.222683299336 0 0 0 0. 6.68049898 6.68049898 0. 
2051 0.0926775388206 2.92921051013 0.229537564283 0 0 0 0. 6.88612693 6.88612693 0. 
2052 -0.103016932444 2.82619357769 0.228502963777 0 0 0 0. 6.85508891 6.85508891 0. 
2053 0.0858144550383 2.91200803273 0.237960800877 0 0 0 0. 7.13882403 7.13882403 0. 
2054 0.0706015603263 2.98260959306 0.243406231639 0 0 0 0. 7.30218695 7.30218695 0. 
2055 -0.354949269828 2.62766032323 0.233554897992 0 0 0 0. 7.00664694 7.00664694 0. 
2056 -0.289757615753 2.33790270748 0.233877159075 0 0 0 0. 7.01631477 7.01631477 0. 
2057 0.121193031446 2.45909573893 0.248047206576 0 0 0 0. 7.4414162 7.4414162 0. 
2058 0.202234841551 2.66133058048 0.257662987483 0 0 0 0. 7.72988962 7.72988962 0. 
2059 0.0954360056407 2.75676658612 0.261886865871 0 0 0 0. 7.85660598 7.85660598 0. 
2060 0.292567458332 3.04933404445 0.275280174124 0 0 0 0. 8.25840522 8.25840522 0. 
2061 0.327006652161 3.37634069661 0.286326451288 0 0 0 0. 8.58979354 8.58979354 0. 
2062 0.0250845096426 3.40142520625 0.285692140788 0 0 0 0. 8.57076422 8.57076422 0. 
2063 -0.075974295924 3.32545091033 0.286884253212 0 0 0 0. 8.6065276 8.6065276 0. 
2064 0.0597061141164 3.38515702445 0.294891644786 0 0 0 0. 8.84674934 8.84674934 0. 
2065 0.00361463335031 3.3887716578 0.298363136661 0 0 0 0. 8.9508941 8.9508941 0. 
2066 -0.0400522248167 3.34871943298 0.301262895624 0 0 0 0. 9.03788687 9.03788687 0. 
2067 0.0902969830183 3.439016416 0.309732539098 0 0 0 0. 9.29197617 9.29197617 0. 
2068 -0.0123053798712 3.42671103613 0.312061545587 0 0 0 0. 9.36184637 9.36184637 0. 
2069 0.00510111462023 3.43181215075 0.316905253016 0 0 0 0. 9.50715759 9.50715759 0. 
2070 0.209011478307 3.64082362906 0.328893540906 0 0 0  0.  9.86680623  9.86680623  0. 
