Timestamp dT0 sum(dT0) L0 L1N L1S L2 30N(Tg) 15N(Tg) 15S(Tg) 30S(Tg) 
2035 0.2147 0.2147 0.0201 0 0 0 0.6 0. 0. 0.6 
2036 0.159387028746 0.374087028746 0.0298713614697 0 0 0 0.95240878 0. 0. 0.95240878 
2037 0.225112224526 0.599199253272 0.0434218510195 0 0 0 1.38444818 0. 0. 1.38444818 
2038 0.123478124428 0.7226773777 0.0563004299559 0 0 0 1.7950646 0. 0. 1.7950646 
2039 0.136067521544 0.858744899244 0.0708220332879 0 0 0 2.25806668 0. 0. 2.25806668 
2040 0.331848602191 1.19059350144 0.0918811975473 0 0 0 2.92951022 0. 0. 2.92951022 
2041 0.353582885071 1.54417638651 0.107702461265 0 0 0 3.43395025 0. 0. 3.43395025 
2042 0.0715130326341 1.61568941914 0.114787692855 0 0 0 3.65985347 0. 0. 3.65985347 
2043 0.308471084651 1.92416050379 0.13314551504 0 0 0 4.24516831 0. 0. 4.24516831 
2044 0.36492816655 2.28908867034 0.149653705025 0 0 0 4.77151007 0. 0. 4.77151007 
2045 0.249817472441 2.53890614278 0.161887200489 0 0 0 5.16155886 0. 0. 5.16155886 
2046 0.00939928088491 2.54830542366 0.162053562954 0 0 0 5.1668631 0. 0. 5.1668631 
2047 0.195731161375 2.74403658504 0.171361658534 0 0 0 5.4636394 0. 0. 5.4636394 
2048 0.0302997842653 2.77433636931 0.17295780745 0 0 0 5.51453049 0. 0. 5.51453049 
2049 -0.0186963742562 2.75563999505 0.175559547683 0 0 0 5.59748353 0. 0. 5.59748353 
2050 0.134397198332 2.89003719338 0.183457465623 0 0 0 5.84929818 0. 0. 5.84929818 
2051 0.0530969847057 2.94313417809 0.186648035254 0 0 0 5.95102526 0. 0. 5.95102526 
2052 0.116923913278 3.06005809137 0.192954342251 0 0 0 6.1520935 0. 0. 6.1520935 
2053 0.193825165636 3.25388325701 0.200602285062 0 0 0 6.39593802 0. 0. 6.39593802 
2054 0.158271501146 3.41215475816 0.206043255471 0 0 0 6.56941616 0. 0. 6.56941616 
2055 0.0430580718606 3.45521283002 0.20857845003 0 0 0 6.65024747 0. 0. 6.65024747 
2056 -0.0612081618246 3.3940046682 0.209722154044 0 0 0 6.68671296 0. 0. 6.68671296 
2057 0.113593460033 3.50759812823 0.217633556265 0 0 0 6.93895754 0. 0. 6.93895754 
2058 0.117701499392 3.62529962762 0.223060982943 0 0 0 7.11200384 0. 0. 7.11200384 
2059 0.0160416377536 3.64134126537 0.225395431204 0 0 0 7.18643463 0. 0. 7.18643463 
2060 0.0428358098292 3.6841770752 0.230044802712 0 0 0 7.33467368 0. 0. 7.33467368 
2061 0.116400615114 3.80057769031 0.236488509314 0 0 0 7.54012273 0. 0. 7.54012273 
2062 0.0426956647729 3.84327335508 0.239637237523 0 0 0 7.64051576 0. 0. 7.64051576 
2063 -0.018937234273 3.82433612081 0.242046958423 0 0 0 7.71734651 0. 0. 7.71734651 
2064 0.131331923949 3.95566804476 0.24985705456 0 0 0 7.96636108 0. 0. 7.96636108 
2065 -0.0759234720954 3.87974457266 0.249245654104 0 0 0 7.94686739 0. 0. 7.94686739 
2066 -0.113953724398 3.76579084826 0.250590515251 0 0 0 7.9897465 0. 0. 7.9897465 
2067 0.0940313683115 3.85982221657 0.25870502737 0 0 0 8.24846697 0. 0. 8.24846697 
2068 0.216977610943 4.07679982751 0.267384780831 0 0 0 8.5252094 0. 0. 8.5252094 
2069 0.354134894563 4.43093472207 0.278321604199 0 0 0 8.87391552 0. 0. 8.87391552 
2070 0.0968683970938 4.52780311916 0.279541001413 0 0 0  8.91279439  0.  0.  8.91279439 
